# YAME's registry: one row per file the suite can fetch.
#
# key          source@tag:remote_path. source is <org>/<repo> on GitHub, or
#              hf:<org>/<repo> on HuggingFace; tag is the immutable upstream
#              tag; remote_path is the path within that tag. Unique.
# store_path   where the file lands under the store root, and its place in
#              the browser tree. Unique. Decoupled from remote_path.
# sha256, size filled by --refresh from the tag's manifest and the host API,
#              then verified on every later run; never overwritten.
# rows, kind   only on the files that define a row space (an ordering, a
#              cpg_nocontig.cr): the probe or CpG count, and genome|array.
# recommend    yes when the browser's default selection includes it.
# title, description, source, citation
#              prose; {name} references dictionary.tsv.
#
# Every row in a store directory carries the same source@tag (checked at
# generation). Rows within a directory keep upstream's manifest order, so a
# directory that is a 1:1 copy of an upstream one gets a byte-identical
# manifest. The table is the authority for what is offered: a file upstream
# with no row here is not offered.
#
# key	store_path	sha256	size	rows	kind	recommend	title	description	source	citation
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/PMD.20220911.cm	EPICv2/KYCG/PMD.20220911.cm	be2c7d0e8518bbea30f7a2f5611bb4bc4bbbda8cdef107549ef8c0880d71993d	211343			yes	Partially methylated domains	{PMD}	{src_zhou_lab_pmd_coordinates}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/ProbeType.cm	EPICv2/KYCG/ProbeType.cm	aa07d4abed06c6512a92f083a85fe075a93564d1bbc441f63c5bc4dac22629e2	105			yes	Probe type	{ProbeType}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/REMCChromHMM.20220911.cm	EPICv2/KYCG/REMCChromHMM.20220911.cm	4b3887473b0412bf1ccdb22c3aec5554bc68c8bb62b74f6a3b8a95ad4e0a99c5	496042				Chromatin states, Roadmap	{REMCChromHMM}	{src_nih_roadmap_epigenomics}	{cit_roadmap_epigenomics_consorti}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/rmsk1.20220307.cm	EPICv2/KYCG/rmsk1.20220307.cm	7ddc199531c7143b255f44a65726ab9372a8f7739842d128353ecedbe8612a30	211617			yes	Repeats, class	{rmsk1}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/rmsk2.20220321.cm	EPICv2/KYCG/rmsk2.20220321.cm	2e8b1f44d61029b191c13576fc945f413db03091c023113d4c276ca64937c872	302615				Repeats, family	{rmsk2}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/Tetranuc2.20220321.cm	EPICv2/KYCG/Tetranuc2.20220321.cm	567b212b3d0c3984bb69e38c87784c5f001daea8d24ed982cf5935217b49033f	307945				Tetranucleotide context	{Tetranuc2}	{src_derived_from_the_reference_g}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/TFBSrm.20221005.cm	EPICv2/KYCG/TFBSrm.20221005.cm	84d1fab1f84a9608f9f439f7d8d06ab980ac0df1c55417e4cb5f93d1ccc591c1	37609558				Transcription factor binding sites, ReMap	{TFBSrm}	{src_remap_2022}	{cit_hammal}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/ABCompartment.20220911.cm.idx	EPICv2/KYCG/ABCompartment.20220911.cm.idx	60b8e0b78cc83e818120fb94bd6276cef520c0df7ee8ae6a43776862dcb81741	79			yes	A/B compartments	{ABCompartment}	{src_gm12878_subcompartments}	{cit_rao}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/CGI.20220904.cm.idx	EPICv2/KYCG/CGI.20220904.cm.idx	6d73aaaec3f6e6aeed3dcef25c3ece7fe4f4947d029951c5ba95ddc80da5560f	64			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/HM.20221013.cm.idx	EPICv2/KYCG/HM.20221013.cm.idx	a5a12b94a858d6d3d3399d5a7a6c76b8524e8c9bd9dbfe8d4845e661726b58a8	1699			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/MetagenePC.20220911.cm.idx	EPICv2/KYCG/MetagenePC.20220911.cm.idx	e7c28f1a621274258ad376fffee7dc7c0ea038b0972f950db1977b43f870bea0	764			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/PMD.20220911.cm.idx	EPICv2/KYCG/PMD.20220911.cm.idx	2454e78a6aabbe359502dfe68ee324fe85ccdf54f6732cf42247c9bca4901d6a	33			yes	Partially methylated domains	{PMD}	{src_zhou_lab_pmd_coordinates}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/rmsk1.20220307.cm.idx	EPICv2/KYCG/rmsk1.20220307.cm.idx	0848985e6400d539f2397638dec7a235ae96e40e490c0421e9e11b8de1c0a19f	352			yes	Repeats, class	{rmsk1}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/rmsk2.20220321.cm.idx	EPICv2/KYCG/rmsk2.20220321.cm.idx	8882e21a7ce1e35ce7dafeeb7d405d9dd3675f6f4936c25e22e0156b0a5816c4	1104				Repeats, family	{rmsk2}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:EPICv2/KYCG/TFBSrm.20221005.cm.idx	EPICv2/KYCG/TFBSrm.20221005.cm.idx	86fd3b8030aab40e58b5fada2bdeebc309f280df06497596013b81748fe5eac7	23502				Transcription factor binding sites, ReMap	{TFBSrm}	{src_remap_2022}	{cit_hammal}
zhou-lab/InfiniumAnnotation@v8.1:HM27/HM27.ordering.tsv.gz	HM27/HM27.ordering.tsv.gz	5efacd18ea2d68fcaea11be183c2b3ea8eee22b5253ded032cb4799ee2c5e1b3	305538	27722	array	yes	Probe ordering	{ordering}	{src_infiniumannotation}	
zhou-lab/InfiniumAnnotation@v8.1:HM27/HM27.hg38.coord.tsv.gz	HM27/HM27.hg38.coord.tsv.gz	c3a722258116011af07e35e072c97676236df8d53eb73d54c89bc092c8f13f9f	173651			yes	Probe coordinates	{coord}	{src_infiniumannotation_2}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM27/HM27.hg38.snp.tsv.gz	HM27/HM27.hg38.snp.tsv.gz	4f8ed780cff0a00a52fc5238f27f67e5faa2b3c89cbd2f6c8cd9ce3aad83553e	358753				SNP overlap	{snp}	{src_infiniumannotation_3}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM27/HM27.typeI_ext.tsv.gz	HM27/HM27.typeI_ext.tsv.gz	092797d933639b5e4a48a73bef95be12bd9161b1a45582bbf03de3d33837a0b2	3432				Type I extension	{typeI_ext}	{src_infiniumannotation_4}	
zhou-lab/InfiniumAnnotation@v8.1:HM27/HM27.hg38.mask.cm	HM27/HM27.hg38.mask.cm	9b70bb7dc8393219a5a7cdc95b558532bb0382dbb311c01fcc8056bc6e99f8c1	7969			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM27/HM27.hg38.mask.cm.idx	HM27/HM27.hg38.mask.cm.idx	4a176255774d68ce1e687c1b2e3a71f4f1a6164445d950acb5c9472ca54cdfc4	466			yes	Recommended probe mask	{mask}	{src_infiniumannotation_4}	{cit_zhou}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/ABCompartment.20220911.cm	HM27/KYCG/ABCompartment.20220911.cm	c14476110702ce82dc33c6e76fcb4eeb89a81945342e118e5b6804d1b6d8fc8b	12334			yes	A/B compartments	{ABCompartment}	{src_gm12878_subcompartments}	{cit_rao}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/CGI.20220904.cm	HM27/KYCG/CGI.20220904.cm	f183e6fcbe903ddb88a1c76fbeec2f93a357eb55d1951595c40e975d5eff7adb	10623			yes	CpG islands	{CGI}	{src_ucsc_genome_browser_cpgislan}	{cit_gardiner_garden_frommer_1987}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/ChromHMM.20220303.cm	HM27/KYCG/ChromHMM.20220303.cm	bac2754ceb8b10891368d9183ae85fc7bb08ffeb7718f9240862479f79a9b007	14712			yes	Chromatin states	{ChromHMM}	{src_encode_chromatin_state_segme}	{cit_ernst_kellis_2012}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/CTCFbind.20220911.cm	HM27/KYCG/CTCFbind.20220911.cm	4d5eb8099245f676b75e6f45099f04b0b601da9944284a4f2c833c57045e985a	1619				CTCF binding sites	{CTCFbind}	{src_ctcf_sites_from_wang}	{cit_wang}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/HM.20221013.cm	HM27/KYCG/HM.20221013.cm	b0e6215dbd4d021e53f742444c0f45e0467c34239075aad3f1467a923b054868	143275			yes	Histone modifications	{HM}	{src_cistrome_data_browser_histon}	{cit_zheng}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/ImprintingDMR.20220818.cm	HM27/KYCG/ImprintingDMR.20220818.cm	812cc9774e0afec39d4cbcca2ad331096ffa94b784c8eddf4f4d6cda80a3e8c3	407			yes	Imprinted DMRs	{ImprintingDMR}	{src_court}	{cit_court}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/InfiniumChemistry.cm	HM27/KYCG/InfiniumChemistry.cm	2f698be22c096454d6f89dceaa962e1a62fba12df150ba25c3ba03951964d5be	8461				Infinium chemistry	{InfiniumChemistry}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/MetagenePC.20220911.cm	HM27/KYCG/MetagenePC.20220911.cm	659d360d94a22806926a73daa1b1e363bb32a7af74c5e54351a10d28b2096fd4	64127			yes	Metagene position	{MetagenePC}	{src_gencode_v36_hg38_vm25_mm10}	{cit_frankish}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/nFlankCG.20220321.cm	HM27/KYCG/nFlankCG.20220321.cm	4085f0190cbc97b030e322001ebd8f18cd5a044e0725054fa03b250fa125322a	22006			yes	Flanking CpG density	{nFlankCG}	{src_derived_from_the_cpg_referen}	
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/PMD.20220911.cm	HM27/KYCG/PMD.20220911.cm	16ce9621091143e7868e9d6a79a7a8e855a4593a8dc85bcb33f6274bc5140702	8753			yes	Partially methylated domains	{PMD}	{src_zhou_lab_pmd_coordinates}	{cit_zhou_2}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/ProbeType.cm	HM27/KYCG/ProbeType.cm	468a75c68f3a7492541c09680eb11275b3d62b2456c194473613fae2051f5986	83			yes	Probe type	{ProbeType}	{src_infinium_platform_manifest}	
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/REMCChromHMM.20220911.cm	HM27/KYCG/REMCChromHMM.20220911.cm	6d89d1e4eb45b48af9cdd37987d57d424d46d4eff5a8a4ccd28cafb40f1011bd	13398				Chromatin states, Roadmap	{REMCChromHMM}	{src_nih_roadmap_epigenomics}	{cit_roadmap_epigenomics_consorti}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/rmsk1.20220307.cm	HM27/KYCG/rmsk1.20220307.cm	68f5a992465534f8d435a8da2e5b0db4cdbfd8e4b7730be8c99385187dd138dd	5127			yes	Repeats, class	{rmsk1}	{src_ucsc_repeatmasker_track}	{cit_smit}
zhou-lab/InfiniumAnnotation@v8.1:HM27/KYCG/rmsk2.20220321.cm	HM27/KYCG/rmsk2.20220321.cm	8f21d6cb4c93d425f04a856c223e4a1cdff52b8a934de226843401f43d8604bb	8509				Repeats, family	{rmsk2}	{src_ucsc_repeatmasker_track}	{cit_smit}
